1	27.38	-52.21	-32.04	24.78	-6.97	21.04	-79.36	44.24	-23.32	11.99	-1.82	13	29	37	5	31	29	8.51	6.90	5976.10	2.19	-5566.90	
2	24.24	-83.01	-25.74	18.05	-20.51	20.16	-24.54	0.00	-7.93	6.10	-0.52	14	14	29	6	32	60	3.91	6.63	6801.60	-13.89	-6330.70	
3	45.62	-25.77	-20.67	8.77	-0.62	14.94	0.00	0.00	-2.82	0.00	0.00	3	17	23	8	41	28	-14.74	-12.04	4846.50	-4.67	-4788.20	
4	30.46	-20.78	-18.67	16.16	-4.97	19.66	-30.98	0.00	-5.52	0.00	-0.49	7	10	42	7	29	36	4.07	8.92	5242.30	-4.75	-4918.00	
5	25.42	19.44	-17.82	5.50	-0.36	19.97	-17.93	58.25	-18.75	34.78	0.00	17	29	48	13	36	35	16.32	15.43	5760.50	2.08	-5745.10	
6	27.41	-67.04	-23.28	8.83	-16.50	13.44	-28.03	10.91	-13.37	11.10	0.00	7	8	40	5	30	48	3.84	2.35	6012.10	6.28	-5643.40	
7	21.47	-25.61	-23.14	9.70	-1.60	21.34	-58.28	9.04	-4.53	16.01	-0.66	13	18	54	13	40	46	9.63	-8.11	6871.60	25.63	-6542.60	
8	26.89	-51.07	-25.05	21.21	-14.46	18.09	-38.93	41.36	-10.33	21.01	0.00	7	11	34	9	22	42	-1.58	3.55	5757.10	-4.66	-5302.50	
9	32.34	-36.00	-21.72	10.13	-5.35	21.81	-42.40	0.00	-15.39	4.89	-0.28	6	14	34	4	22	28	17.75	2.42	4824.20	0.69	-4443.60	
10	26.69	-58.49	-24.51	18.72	-16.12	18.17	-12.59	6.46	-17.37	16.03	-1.02	7	17	34	6	22	50	-1.83	-16.58	6162.40	4.08	-5692.50	
11	49.01	-32.49	-22.90	14.63	-5.25	16.45	0.00	0.00	-10.16	0.00	-1.28	2	16	25	12	41	21	-5.90	-4.01	4503.70	-1.13	-4498.70	
12	9.52	-52.25	-24.11	19.89	-14.49	17.14	0.00	9.38	0.00	10.27	-0.94	5	9	30	2	21	49	-3.04	-2.39	4777.70	29.00	-4771.90	
13	36.78	-14.13	-25.47	14.32	1.81	15.14	-70.58	46.42	-26.02	29.77	-0.77	9	19	30	10	26	29	0.57	0.10	4302.10	23.29	-4415.30	
14	22.54	-66.77	-24.21	9.87	-13.18	18.10	-11.97	8.04	-10.31	0.00	-0.52	2	23	35	5	35	27	0.82	-1.22	6158.90	-16.86	-5596.70	
15	44.09	2.49	-19.27	5.82	-1.32	18.91	-70.03	120.30	-14.74	26.95	-0.99	9	12	33	5	22	34	-5.80	8.81	3483.90	-46.35	-3768.60	
16	52.53	-13.41	-11.61	4.08	-0.33	17.27	-5.12	0.00	-26.77	0.00	-0.42	10	13	29	6	30	28	-2.17	11.65	3380.80	-55.63	-3694.30	
17	19.49	-36.25	-20.32	15.83	-8.96	13.27	0.00	0.00	0.00	0.00	-0.28	7	14	26	7	25	37	-2.71	0.47	5373.90	17.89	-5032.10	
18	19.82	-29.23	-23.20	17.89	-4.30	13.13	0.00	0.00	-7.70	13.09	-1.00	6	14	39	7	40	33	10.99	-0.25	5330.10	5.95	-5064.90	
19	27.29	-22.30	-20.95	7.52	0.32	19.64	-11.65	0.00	-11.99	6.27	-2.91	8	14	37	8	13	16	13.60	7.01	4815.30	-9.57	-4277.80	
20	26.33	-10.72	-19.47	8.34	-2.10	27.99	0.00	0.00	0.00	0.00	0.00	3	25	39	11	38	22	-5.02	-9.97	5530.40	-36.23	-5258.90	
21	36.46	-47.30	-25.97	14.22	-4.56	14.99	-128.87	130.18	-23.02	21.50	-1.48	11	15	31	8	15	30	3.30	7.15	4053.20	46.81	-4228.60	
22	27.05	-21.90	-20.24	15.16	-1.74	13.31	0.00	0.00	0.00	0.00	-0.57	13	14	42	9	40	29	10.47	9.23	6009.70	2.75	-5579.10	
23	24.80	-50.87	-24.63	15.15	-15.51	12.00	-8.64	0.00	-5.70	0.00	-0.27	8	9	28	5	33	35	-2.16	6.97	5262.80	9.00	-5053.70	
24	53.07	-8.64	-14.91	6.62	2.99	17.33	0.00	0.00	0.00	0.00	0.00	4	18	15	24	45	15	-4.28	-18.47	5091.20	65.97	-5027.40	
25	18.02	-37.51	-37.23	23.48	1.92	21.05	-47.28	74.65	-10.50	6.74	-1.18	18	24	36	4	15	15	18.30	7.17	4659.30	19.36	-4440.80	
26	27.74	12.35	-9.90	10.14	-5.37	21.23	-9.17	0.00	-5.58	5.38	0.00	12	10	44	12	38	40	1.21	-14.47	6017.40	-37.24	-5848.20	
27	27.43	-64.65	-30.77	8.45	-13.87	15.59	-6.16	0.00	-7.15	3.06	-0.30	6	26	45	15	48	36	5.01	-13.23	7249.40	-7.36	-6810.10	
28	57.70	-30.01	-17.54	4.78	-4.15	15.56	-45.10	12.89	-29.41	10.12	-0.85	7	10	19	13	34	30	-3.90	2.01	4253.30	63.21	-4375.50	
29	47.92	5.83	-14.95	4.22	12.72	18.99	-128.89	51.97	-50.49	16.90	-0.83	20	13	64	0	10	15	11.41	17.32	3228.80	12.79	-3629.90	
30	53.29	-16.93	-14.20	4.06	1.04	19.30	-88.01	28.11	-15.82	7.74	0.00	4	15	30	7	23	16	2.82	8.47	3345.70	-31.35	-3565.70	
31	40.92	-5.58	-23.86	21.51	5.15	14.42	-53.36	7.45	-53.88	17.83	0.00	10	19	27	7	31	17	4.47	3.17	3883.50	17.51	-3824.90	
32	33.26	2.77	-23.45	26.29	-0.49	20.09	-4.12	22.45	-12.29	7.68	0.00	9	23	28	9	42	13	3.18	-0.35	4417.00	34.28	-4391.50	
33	43.16	44.78	-21.31	22.61	4.94	18.04	-21.62	88.03	-17.24	47.72	0.00	11	20	29	3	20	11	5.81	11.98	3055.10	-14.19	-3323.30	
34	53.24	-39.08	-29.80	19.20	-10.24	23.39	-34.03	10.25	-8.79	5.35	-0.99	5	19	10	10	35	16	-8.69	-4.17	4196.70	-7.40	-3954.50	
35	27.71	-65.82	-25.00	11.19	-15.31	11.29	0.00	0.00	0.00	0.00	0.00	1	6	36	8	15	43	-4.39	16.89	5043.60	-2.26	-4960.80	
36	56.36	14.74	-18.34	19.03	-0.49	15.56	-13.02	68.11	-13.74	23.56	-0.31	4	6	17	17	24	18	-6.78	-1.68	3601.60	-10.21	-3478.40	
37	43.55	-29.07	-27.42	16.35	6.90	21.58	-181.96	74.54	-31.83	14.25	-0.80	8	20	33	3	22	17	10.38	18.63	4046.40	13.29	-4056.90	
38	30.89	17.01	-14.14	6.75	8.04	18.67	-11.92	40.26	-8.64	8.56	0.00	10	10	43	3	20	18	11.93	10.74	3487.20	39.24	-3687.00	
